UserID,Age,Gender,Location,Income,Debt,OwnsProperty,Profession,Demographics,Platform,TotalTimeSpent,NumberofSessions,VideoID,VideoCategory,VideoLength,Engagement,ImportanceScore,TimeSpentOnVideo,NumberofVideosWatched,ScrollRate,Frequency,ProductivityLoss,Satisfaction,WatchReason,DeviceType,OS,WatchTime,SelfControl,AddictionLevel,CurrentActivity,ConnectionType
939,38,Male,India,64724,TRUE,TRUE,driver,Urban,TikTok,174,15,1293,Jokes/Memes,27,973,7,4,16,81,Afternoon,3,7,Habit,Computer,Android,5:45 PM,5,5,At home,Mobile Data
940,23,Male,Indonesia,91354,TRUE,FALSE,Students,Rural,YouTube,38,16,1655,Jokes/Memes,14,4270,5,3,35,69,Afternoon,8,2,Procrastination,Tablet,MacOS,5:45 PM,10,0,At school,Wi-Fi
941,23,Male,Mexico,71374,TRUE,TRUE,Labor/Worker,Rural,Facebook,123,16,188,Trends,29,1408,6,5,17,14,Afternoon,3,7,Habit,Smartphone,iOS,5:45 PM,5,5,At home,Wi-Fi
942,21,Male,Philippines,50116,TRUE,FALSE,Labor/Worker,Rural,TikTok,116,2,2759,Pranks,8,2288,4,12,18,34,Afternoon,8,2,Boredom,Tablet,Windows,5:45 PM,10,0,At work,Mobile Data
943,47,Female,Vietnam,40447,FALSE,TRUE,Waiting staff,Rural,Instagram,139,17,8721,Vlogs,12,8738,1,25,27,48,Evening,3,7,Habit,Smartphone,Android,4:25 PM,5,5,At school,Mobile Data
944,28,Female,Pakistan,50431,TRUE,FALSE,Labor/Worker,Rural,TikTok,93,11,8626,ASMR,9,1218,4,12,15,61,Night,8,2,Entertainment,Smartphone,Windows,10:15 PM,10,0,At school,Mobile Data
945,47,Other,Indonesia,37908,FALSE,TRUE,Labor/Worker,Rural,YouTube,280,8,6432,ASMR,6,1420,9,13,17,81,Evening,8,2,Habit,Smartphone,Windows,4:25 PM,10,0,At home,Mobile Data
946,48,Female,United States,49336,FALSE,FALSE,Manager,Rural,YouTube,253,3,6038,ASMR,26,9646,1,24,43,35,Afternoon,6,4,Habit,Tablet,Android,5:45 PM,8,2,Commuting,Mobile Data
947,41,Male,United States,60992,TRUE,TRUE,Cashier,Urban,Facebook,223,12,9997,ASMR,18,3377,3,12,5,65,Night,8,2,Boredom,Smartphone,MacOS,10:15 PM,10,0,At work,Mobile Data
948,26,Other,India,75350,TRUE,FALSE,Labor/Worker,Rural,YouTube,175,16,8495,Life Hacks,2,7501,5,25,16,59,Afternoon,8,2,Boredom,Smartphone,Android,5:45 PM,10,0,At home,Mobile Data
949,20,Male,Philippines,89561,TRUE,TRUE,Manager,Rural,TikTok,288,14,4183,Gaming,23,4098,7,16,15,36,Evening,8,2,Boredom,Smartphone,Android,4:25 PM,10,0,At school,Mobile Data
950,48,Male,United States,71955,TRUE,TRUE,Cashier,Rural,TikTok,68,16,6974,Life Hacks,8,2738,9,13,42,79,Evening,3,7,Entertainment,Smartphone,iOS,4:25 PM,5,5,At home,Wi-Fi
951,57,Male,Barzil,81240,TRUE,TRUE,Artist,Rural,TikTok,99,17,438,Pranks,24,7619,6,5,46,19,Night,8,2,Boredom,Tablet,MacOS,10:15 PM,10,0,At work,Mobile Data
952,54,Male,India,40093,FALSE,TRUE,driver,Rural,TikTok,203,11,833,Pranks,14,1842,3,24,34,42,Night,9,1,Habit,Smartphone,iOS,10:15 PM,10,0,At home,Wi-Fi
953,53,Female,Barzil,26155,FALSE,FALSE,driver,Urban,Facebook,132,17,8989,Trends,6,8938,7,4,48,69,Evening,3,7,Boredom,Tablet,Windows,4:25 PM,5,5,At school,Mobile Data
954,41,Female,India,66607,TRUE,TRUE,driver,Rural,Instagram,145,19,8752,Comedy,10,2816,4,21,19,19,Night,3,7,Boredom,Smartphone,iOS,10:15 PM,5,5,At work,Mobile Data
955,48,Male,India,53487,TRUE,FALSE,Teacher,Rural,Instagram,148,1,8954,Entertainment,8,9063,3,15,8,39,Evening,3,7,Habit,Smartphone,iOS,4:25 PM,5,5,At work,Wi-Fi
956,23,Male,United States,75668,TRUE,TRUE,Cashier,Rural,Facebook,238,12,5795,Vlogs,17,494,7,12,47,69,Evening,8,2,Entertainment,Smartphone,Android,4:25 PM,10,0,At home,Mobile Data
957,19,Male,India,40963,FALSE,FALSE,Cashier,Rural,YouTube,283,15,3575,Pranks,25,6560,7,19,10,52,Evening,6,4,Entertainment,Computer,Android,4:25 PM,8,2,Commuting,Mobile Data
958,37,Male,Germany,70124,TRUE,TRUE,Artist,Urban,Instagram,59,18,3786,Jokes/Memes,29,5510,4,21,5,12,Afternoon,8,2,Habit,Smartphone,iOS,5:45 PM,10,0,At school,Mobile Data
959,45,Other,Vietnam,72870,TRUE,FALSE,Labor/Worker,Rural,YouTube,127,14,5221,Vlogs,12,3444,7,28,48,83,Morning,8,2,Boredom,Smartphone,Android,9:55 AM,10,0,At school,Mobile Data
960,28,Male,Germany,76547,TRUE,TRUE,driver,Urban,Instagram,211,1,7751,Life Hacks,17,9267,2,19,26,47,Evening,8,2,Habit,Smartphone,Android,4:25 PM,10,0,At school,Wi-Fi
961,21,Female,Germany,84110,TRUE,FALSE,Manager,Rural,YouTube,200,13,6819,Life Hacks,13,7543,1,21,22,76,Afternoon,3,7,Boredom,Tablet,Windows,5:45 PM,5,5,At home,Mobile Data
962,32,Male,Japan,73554,TRUE,TRUE,Students,Rural,Facebook,190,15,685,Pranks,19,7562,2,11,44,36,Afternoon,3,7,Procrastination,Tablet,Android,5:45 PM,5,5,At work,Mobile Data
963,23,Other,Vietnam,40936,FALSE,FALSE,Students,Urban,TikTok,87,7,4234,Trends,12,3994,4,21,23,63,Afternoon,8,2,Habit,Tablet,Android,5:45 PM,10,0,At school,Wi-Fi
964,47,Male,Indonesia,24426,FALSE,TRUE,Waiting staff,Rural,YouTube,84,15,578,Gaming,16,7253,8,6,13,76,Evening,3,7,Boredom,Computer,iOS,4:25 PM,5,5,At home,Mobile Data
965,55,Female,Philippines,47606,FALSE,FALSE,Students,Rural,TikTok,290,10,8008,Entertainment,25,45,3,9,9,82,Afternoon,3,7,Boredom,Smartphone,iOS,5:45 PM,5,5,At home,Mobile Data
966,19,Male,India,67832,TRUE,TRUE,Students,Rural,YouTube,30,14,228,Gaming,27,2057,6,1,49,51,Night,3,7,Entertainment,Smartphone,iOS,10:15 PM,5,5,Commuting,Mobile Data
967,32,Female,India,48151,FALSE,FALSE,driver,Rural,YouTube,180,6,2329,ASMR,5,663,6,12,20,43,Night,3,7,Habit,Tablet,Android,10:15 PM,5,5,Commuting,Mobile Data
968,28,Male,Indonesia,99303,TRUE,TRUE,Students,Rural,YouTube,24,14,2732,Life Hacks,25,4668,9,26,28,34,Evening,6,4,Habit,Smartphone,Android,4:25 PM,8,2,At school,Mobile Data
969,25,Female,United States,31308,FALSE,FALSE,Waiting staff,Rural,YouTube,220,12,9020,Gaming,16,2029,9,14,44,97,Morning,8,2,Boredom,Smartphone,MacOS,9:55 AM,8,2,At school,Mobile Data
970,43,Female,United States,82522,TRUE,TRUE,Students,Urban,YouTube,57,11,431,Entertainment,25,5717,4,6,37,49,Night,8,2,Habit,Computer,Android,10:15 PM,10,0,At home,Mobile Data
971,62,Female,Germany,65671,TRUE,TRUE,Students,Rural,TikTok,95,19,9256,Gaming,6,2696,9,1,24,18,Night,9,1,Entertainment,Smartphone,MacOS,10:15 PM,10,0,At home,Wi-Fi
972,61,Other,Indonesia,22204,FALSE,TRUE,Artist,Rural,YouTube,158,2,1710,Entertainment,11,8831,6,22,44,61,Evening,3,7,Boredom,Computer,MacOS,4:25 PM,5,5,At work,Mobile Data
973,22,Female,Vietnam,51131,TRUE,TRUE,driver,Rural,TikTok,197,1,5783,Jokes/Memes,17,2663,2,2,33,57,Night,8,2,Entertainment,Smartphone,iOS,10:15 PM,10,0,At home,Mobile Data
974,23,Female,Germany,72428,TRUE,FALSE,Teacher,Urban,Facebook,160,8,1235,Jokes/Memes,26,2745,6,24,20,93,Night,6,4,Habit,Smartphone,Android,10:15 PM,8,2,At school,Mobile Data
975,43,Female,Barzil,53870,TRUE,TRUE,Students,Rural,Instagram,150,14,8494,Vlogs,23,5004,2,11,48,5,Night,6,4,Boredom,Smartphone,iOS,10:15 PM,8,2,At school,Wi-Fi
976,21,Male,Japan,69067,TRUE,FALSE,Engineer,Rural,YouTube,78,9,5206,ASMR,14,6321,8,3,30,89,Evening,8,2,Boredom,Smartphone,iOS,4:25 PM,10,0,At school,Mobile Data
977,36,Male,Pakistan,78585,TRUE,TRUE,Students,Rural,Instagram,269,2,1421,Entertainment,6,5125,4,10,44,24,Evening,3,7,Habit,Smartphone,iOS,4:25 PM,5,5,At home,Mobile Data
978,37,Male,United States,41607,FALSE,FALSE,driver,Rural,TikTok,18,5,769,Pranks,25,4948,5,6,9,93,Evening,3,7,Procrastination,Smartphone,Windows,4:25 PM,5,5,At home,Mobile Data
979,50,Female,Japan,44968,FALSE,TRUE,Waiting staff,Rural,Facebook,130,8,6035,Jokes/Memes,23,4402,8,6,45,64,Morning,8,2,Habit,Tablet,Windows,9:55 AM,10,0,Commuting,Wi-Fi
980,37,Female,United States,31908,FALSE,FALSE,Labor/Worker,Rural,Facebook,110,16,9597,Gaming,28,3427,8,20,49,59,Evening,3,7,Habit,Smartphone,Android,4:25 PM,5,5,At home,Mobile Data
981,29,Male,Philippines,46423,FALSE,TRUE,driver,Rural,Facebook,158,16,8636,Gaming,11,5912,6,21,17,38,Evening,9,1,Boredom,Tablet,Android,4:25 PM,10,0,At school,Mobile Data
982,64,Female,Pakistan,94707,TRUE,FALSE,Labor/Worker,Rural,Instagram,155,13,3105,Life Hacks,12,394,4,2,36,33,Evening,8,2,Boredom,Smartphone,MacOS,4:25 PM,10,0,At work,Mobile Data
983,18,Female,India,98257,TRUE,TRUE,Students,Urban,TikTok,252,15,4356,Life Hacks,13,3597,1,26,14,10,Afternoon,6,4,Boredom,Smartphone,Android,5:45 PM,8,2,At home,Mobile Data
984,43,Female,India,81215,TRUE,FALSE,Labor/Worker,Rural,YouTube,250,1,3306,ASMR,4,329,7,26,19,37,Evening,6,4,Procrastination,Tablet,iOS,4:25 PM,8,2,At school,Wi-Fi
985,31,Female,Philippines,75835,TRUE,TRUE,Students,Rural,YouTube,52,3,1539,Gaming,7,772,8,24,7,97,Night,6,4,Habit,Tablet,iOS,10:15 PM,8,2,At home,Wi-Fi
986,55,Female,Germany,69429,TRUE,FALSE,Students,Rural,TikTok,104,6,1332,Trends,2,8135,9,10,3,87,Night,3,7,Boredom,Tablet,Android,10:15 PM,5,5,Commuting,Mobile Data
987,54,Other,India,58458,TRUE,TRUE,driver,Rural,Instagram,235,14,8169,Jokes/Memes,6,1645,2,23,33,11,Night,8,2,Boredom,Smartphone,iOS,10:15 PM,10,0,At work,Wi-Fi
988,28,Female,Indonesia,66169,TRUE,FALSE,Artist,Urban,YouTube,15,4,6940,Life Hacks,6,9924,1,26,44,24,Evening,6,4,Entertainment,Tablet,Windows,4:25 PM,8,2,Commuting,Mobile Data
989,53,Male,Philippines,27659,FALSE,TRUE,Labor/Worker,Urban,TikTok,223,18,8262,Vlogs,18,1787,4,6,32,88,Morning,6,4,Habit,Smartphone,Android,9:55 AM,8,2,At school,Mobile Data
990,30,Male,Indonesia,80614,TRUE,FALSE,Labor/Worker,Rural,YouTube,215,15,5559,Trends,20,9815,5,23,47,71,Evening,6,4,Boredom,Tablet,Android,4:25 PM,8,2,At work,Wi-Fi
991,60,Female,India,97240,TRUE,TRUE,Labor/Worker,Urban,Facebook,76,9,5945,Jokes/Memes,8,999,1,28,11,21,Afternoon,3,7,Habit,Smartphone,MacOS,5:45 PM,5,5,At home,Wi-Fi
992,20,Other,Germany,52793,TRUE,TRUE,Artist,Urban,YouTube,109,18,7127,Vlogs,8,1848,5,17,42,20,Afternoon,8,2,Boredom,Smartphone,MacOS,5:45 PM,10,0,Commuting,Mobile Data
993,50,Male,Philippines,66473,TRUE,TRUE,Teacher,Rural,Instagram,21,3,481,Life Hacks,29,1561,6,14,2,10,Night,8,2,Procrastination,Tablet,Windows,10:15 PM,10,0,Commuting,Mobile Data
994,23,Female,India,75751,TRUE,TRUE,Students,Urban,TikTok,246,10,5264,ASMR,8,773,3,5,26,89,Night,8,2,Habit,Computer,Android,10:15 PM,10,0,Commuting,Mobile Data
995,27,Male,United States,98915,TRUE,FALSE,Waiting staff,Urban,Instagram,267,17,4095,Jokes/Memes,8,7311,7,23,4,47,Night,8,2,Procrastination,Computer,iOS,10:15 PM,10,0,Commuting,Mobile Data
996,22,Male,India,74254,TRUE,TRUE,Students,Rural,TikTok,144,7,6168,Gaming,1,5179,6,17,17,47,Afternoon,9,1,Procrastination,Smartphone,iOS,5:45 PM,10,0,At work,Mobile Data
997,40,Female,Pakistan,27006,FALSE,FALSE,Waiting staff,Urban,Facebook,231,15,2794,Life Hacks,2,1803,4,2,17,15,Night,8,2,Boredom,Smartphone,MacOS,10:15 PM,10,0,At home,Mobile Data
998,27,Male,India,94218,TRUE,TRUE,Waiting staff,Rural,TikTok,165,1,2893,Pranks,12,9290,3,9,28,44,Night,9,1,Procrastination,Smartphone,iOS,10:15 PM,10,0,Commuting,Mobile Data
999,61,Male,Pakistan,85344,TRUE,FALSE,Students,Urban,YouTube,151,11,1199,Life Hacks,15,2050,5,12,30,62,Night,3,7,Procrastination,Smartphone,MacOS,10:15 PM,5,5,At work,Wi-Fi
1000,19,Male,India,53840,TRUE,TRUE,driver,Urban,YouTube,167,17,8012,Pranks,4,9790,3,19,40,6,Evening,6,4,Procrastination,Smartphone,Android,4:25 PM,8,2,At home,Mobile Data
3001,39,Other,Yemen,75534,True,False,Higher education careers adviser,YouTube,176,14,1,ASMR,19,4527,3,22,25,44,Night,3,4,Entertainment,Computer,MacOS,14:09:22,5,3,At home,Mobile Data
3002,53,Male,United States Minor Outlying Islands,53101,False,False,Medical physicist,Facebook,285,14,2,Life Hacks,9,5062,12,13,46,31,Night,2,3,Boredom,Tablet,Windows,08:42:04,8,2,At work,Mobile Data
3003,52,Male,Nicaragua,82402,True,False,"Therapist, occupational",Facebook,168,9,3,Entertainment,17,8805,7,17,39,55,Night,3,7,Habit,Smartphone,Android,11:17:09,7,3,At school,Mobile Data
3004,18,Male,Kenya,23257,False,False,Quarry manager,Facebook,124,16,4,Trends,23,9121,2,29,33,94,Evening,7,2,Habit,Smartphone,Android,20:00:00,5,2,At home,Wi-Fi
3005,27,Female,Bosnia and Herzegovina,41874,False,True,Adult nurse,Instagram,222,13,5,Gaming,5,3546,4,6,14,58,Night,5,2,Habit,Tablet,iOS,03:12:17,6,6,At home,Mobile Data
3006,42,Male,Trinidad and Tobago,93189,False,True,"Therapist, drama",TikTok,280,2,6,Life Hacks,11,5939,4,23,45,45,Evening,2,5,Habit,Smartphone,MacOS,02:25:25,4,0,At school,Wi-Fi
3007,42,Male,Bulgaria,60365,True,False,Merchant navy officer,Facebook,218,18,7,Comedy,17,3963,4,29,26,25,Afternoon,2,8,Entertainment,Tablet,iOS,23:41:04,11,7,At home,Wi-Fi
3008,41,Male,Cape Verde,34087,True,False,Special educational needs teacher,YouTube,134,10,8,Trends,-8,7781,5,13,17,13,Afternoon,5,3,Procrastination,Tablet,Android,01:30:18,7,4,At home,Mobile Data
3009,30,Female,Vanuatu,57672,False,False,"Engineer, civil (contracting)",Facebook,151,15,9,Trends,18,477,4,12,30,35,Evening,6,3,Habit,Smartphone,Android,16:52:25,7,4,At work,Mobile Data
3010,57,Female,Albania,75294,True,False,"Engineer, drilling",Facebook,52,4,10,Gaming,24,8738,5,17,33,24,Evening,8,5,Habit,Smartphone,Android,16:57:20,4,3,At work,Mobile Data
3011,49,Female,Cape Verde,52971,True,True,"Education officer, museum",TikTok,184,0,11,ASMR,23,6440,2,8,31,61,Evening,4,5,Procrastination,Smartphone,Android,12:11:35,8,5,At home,Mobile Data
3012,47,Male,Romania,86033,True,True,Tour manager,Instagram,80,7,12,Life Hacks,5,1431,7,9,36,67,Night,5,7,Habit,Smartphone,Android,01:05:18,9,0,At school,Mobile Data
3013,45,Female,Panama,88986,False,False,"Scientist, audiological",TikTok,146,6,13,Jokes/Memes,39,6836,9,11,6,74,Evening,4,6,Habit,Smartphone,iOS,15:53:53,9,3,At school,Mobile Data
3014,46,Other,Indonesia,37172,False,False,Heritage manager,Facebook,174,11,14,Trends,11,5112,2,15,20,69,Evening,4,5,Habit,Smartphone,Android,05:38:59,7,7,At home,Wi-Fi
3015,42,Female,Faroe Islands,52518,False,True,Claims inspector/assessor,Instagram,131,11,15,Gaming,17,6648,6,7,38,99,Evening,3,8,Boredom,Smartphone,iOS,16:24:15,6,3,At home,Mobile Data
3016,46,Male,United States Minor Outlying Islands,88855,True,False,Pension scheme manager,Facebook,116,9,16,Entertainment,4,4437,5,8,18,72,Afternoon,5,3,Entertainment,Smartphone,iOS,16:34:06,4,5,At school,Wi-Fi
3017,50,Male,Martinique,86166,False,False,"Programmer, applications",TikTok,75,13,17,Vlogs,24,4778,10,26,40,1,Evening,5,5,Boredom,Tablet,Android,06:16:58,10,3,At school,Wi-Fi
3018,35,Male,Chad,39523,False,False,Physiotherapist,TikTok,113,8,18,Pranks,11,8890,2,22,34,75,Afternoon,6,4,Boredom,Smartphone,Android,05:01:33,7,1,At work,Mobile Data
3019,20,Female,Mauritania,66397,True,True,Land/geomatics surveyor,Facebook,195,19,19,Comedy,22,15,10,5,44,82,Night,4,3,Boredom,Computer,Android,11:09:26,9,4,Commuting,Mobile Data
3020,36,Male,Cayman Islands,75928,True,True,Bonds trader,Facebook,17,6,20,Jokes/Memes,27,5467,1,16,8,51,Evening,6,0,Entertainment,Tablet,Android,04:02:00,7,5,At home,Wi-Fi
3021,29,Female,French Guiana,20138,False,True,Insurance risk surveyor,TikTok,166,18,21,Vlogs,19,1110,6,14,33,30,Afternoon,4,3,Entertainment,Smartphone,Android,04:35:57,4,6,At work,Mobile Data
3022,35,Male,Congo,26979,False,True,Planning and development surveyor,YouTube,10,11,22,Trends,14,5487,3,10,32,93,Afternoon,3,3,Entertainment,Tablet,iOS,09:26:34,2,0,At home,Wi-Fi
3023,45,Male,Belarus,43992,False,True,Garment/textile technologist,TikTok,86,2,23,Trends,21,5639,0,14,28,58,Night,9,10,Habit,Smartphone,iOS,01:43:04,4,1,At school,Mobile Data
3024,18,Female,Angola,64306,False,True,Naval architect,YouTube,116,12,24,ASMR,9,6465,8,12,17,39,Afternoon,5,8,Habit,Computer,Android,22:20:03,7,4,At home,Wi-Fi
3025,30,Female,Fiji,89922,True,False,"Surveyor, building",Instagram,220,9,25,Life Hacks,20,3940,5,16,43,47,Evening,2,6,Habit,Smartphone,MacOS,13:58:01,7,0,Commuting,Mobile Data
3026,49,Female,Bhutan,99676,False,False,Freight forwarder,YouTube,138,2,26,Entertainment,19,4635,3,13,41,46,Night,2,6,Procrastination,Smartphone,iOS,22:32:44,7,2,At work,Mobile Data
3027,23,Male,South Georgia and the South Sandwich Islands,37586,True,True,Cytogeneticist,YouTube,196,17,27,Vlogs,14,15,5,11,42,19,Night,8,3,Procrastination,Smartphone,Android,15:46:18,5,2,Commuting,Mobile Data
3028,62,Female,Tokelau,53250,False,True,Quantity surveyor,YouTube,173,10,28,Jokes/Memes,18,6085,10,12,28,64,Afternoon,5,4,Boredom,Computer,iOS,15:23:57,5,4,At home,Mobile Data
3029,50,Male,Slovakia (Slovak Republic),65126,False,True,Further education lecturer,Facebook,122,8,29,Entertainment,2,6129,4,13,19,46,Night,7,6,Boredom,Smartphone,Android,16:03:12,7,4,At home,Mobile Data
3030,53,Female,Philippines,20138,True,False,Financial controller,YouTube,165,-3,30,Gaming,15,5658,1,17,14,72,Evening,4,9,Entertainment,Smartphone,Android,19:33:47,7,1,At school,Wi-Fi
3031,59,Female,South Georgia and the South Sandwich Islands,74340,False,False,Heritage manager,Instagram,98,4,31,Vlogs,16,7098,1,29,29,40,Night,6,4,Habit,Smartphone,iOS,02:29:59,3,4,At school,Mobile Data
3032,65,Female,Cayman Islands,30043,False,False,Special educational needs teacher,TikTok,163,19,32,Vlogs,17,4855,7,20,8,99,Afternoon,4,3,Entertainment,Tablet,Android,14:20:24,8,5,At work,Mobile Data
3033,50,Female,North Macedonia,99676,True,False,Sports administrator,Instagram,141,17,33,Gaming,15,1133,4,4,31,53,Afternoon,8,6,Procrastination,Smartphone,Android,07:48:16,7,1,At work,Mobile Data
3034,37,Male,Iceland,71514,True,True,Public house manager,Facebook,197,2,34,Entertainment,-9,3567,5,29,10,53,Night,4,4,Entertainment,Tablet,iOS,17:56:26,10,2,At school,Mobile Data
3035,50,Female,Nigeria,53251,True,True,Speech and language therapist,Instagram,177,6,35,Vlogs,16,7926,3,17,19,37,Evening,7,10,Boredom,Tablet,Android,12:17:34,7,0,At work,Mobile Data
3036,44,Male,Pitcairn Islands,42220,False,False,Retail merchandiser,YouTube,144,10,36,Jokes/Memes,4,845,6,8,40,32,Morning,4,5,Habit,Smartphone,Android,05:37:21,2,1,At home,Mobile Data
3037,52,Male,Turkey,42231,False,True,"Editor, magazine features",Facebook,103,5,37,Life Hacks,23,6166,3,15,1,50,Night,6,5,Procrastination,Smartphone,Windows,09:40:22,7,0,At school,Mobile Data
3038,41,Male,Burundi,63374,False,False,Analytical chemist,YouTube,173,15,38,Jokes/Memes,19,6193,4,29,38,85,Evening,3,3,Boredom,Tablet,Android,19:48:38,5,3,At school,Wi-Fi
3039,45,Other,Martinique,32303,True,False,"Journalist, newspaper",Facebook,143,15,39,Gaming,6,5636,3,18,34,49,Night,4,2,Boredom,Smartphone,Android,10:45:05,7,0,At school,Mobile Data
3040,42,Female,Belize,90171,False,True,Chiropodist,Facebook,184,9,40,Jokes/Memes,15,7348,4,13,21,9,Night,6,4,Habit,Smartphone,iOS,22:18:57,10,2,At work,Mobile Data
3041,48,Male,Guinea,41564,False,True,Call centre manager,YouTube,123,4,41,Jokes/Memes,21,3047,2,1,49,70,Evening,6,7,Procrastination,Smartphone,Android,17:29:43,7,2,Commuting,Mobile Data
3042,41,Male,Djibouti,99676,True,False,Public relations officer,Facebook,10,9,42,Pranks,14,2598,4,8,44,44,Night,2,2,Entertainment,Smartphone,Windows,05:53:10,6,3,At school,Mobile Data
3043,35,Other,United Arab Emirates,69928,False,True,"Designer, furniture",YouTube,150,4,43,Gaming,12,7257,3,20,24,56,Evening,7,6,Habit,Computer,iOS,06:08:31,3,2,At home,Mobile Data
3044,54,Male,Vanuatu,99676,True,True,Professor Emeritus,TikTok,210,10,44,Comedy,15,2559,3,19,20,27,Morning,4,3,Habit,Tablet,Android,13:18:58,9,0,At home,Wi-Fi
3045,37,Male,Micronesia,86297,True,True,Technical author,TikTok,241,13,45,Trends,13,2001,5,20,31,74,Night,6,5,Habit,Smartphone,Android,09:57:39,2,1,Commuting,Wi-Fi
3046,36,Male,Iran,47046,False,False,"Teacher, adult education",TikTok,196,11,46,Gaming,17,1943,5,23,1,55,Night,5,3,Entertainment,Computer,Android,12:14:30,5,0,At work,Mobile Data
3047,25,Male,Honduras,45604,True,False,Make,Instagram,212,17,47,Vlogs,14,9982,1,24,49,14,Morning,6,3,Boredom,Computer,Windows,06:20:30,7,3,At school,Mobile Data
3048,52,Male,Central African Republic,57944,False,False,"Designer, industrial/product",YouTube,220,3,48,Entertainment,11,6263,4,19,1,69,Night,5,3,Habit,Tablet,Android,10:27:10,6,1,At work,Mobile Data
3049,50,Male,Saudi Arabia,39677,True,True,"Horticulturist, commercial",TikTok,10,2,49,Vlogs,18,2730,6,18,44,72,Evening,1,2,Boredom,Smartphone,Android,03:32:33,6,2,At work,Mobile Data
3050,18,Male,Netherlands Antilles,45776,True,False,Structural engineer,Instagram,53,11,50,Jokes/Memes,20,3996,6,7,49,52,Evening,2,2,Habit,Smartphone,Android,00:19:39,4,4,At home,Wi-Fi
3051,30,Female,Equatorial Guinea,34098,False,True,Broadcast journalist,YouTube,138,-3,51,Pranks,24,5543,3,3,28,39,Evening,3,3,Habit,Tablet,MacOS,03:53:18,9,1,At home,Mobile Data
3052,56,Male,Liberia,79616,True,True,Advertising art director,Facebook,228,10,52,Life Hacks,19,5154,0,18,1,64,Afternoon,7,5,Procrastination,Smartphone,Android,14:52:50,8,2,At home,Wi-Fi
3053,53,Female,Christmas Island,91529,True,False,Operational investment banker,YouTube,139,7,53,Vlogs,16,2649,3,14,37,29,Evening,9,8,Habit,Smartphone,Android,16:25:20,3,4,At work,Mobile Data
3054,44,Other,Yemen,64837,False,False,Volunteer coordinator,TikTok,10,8,54,Jokes/Memes,16,2915,4,3,6,64,Evening,4,3,Entertainment,Smartphone,iOS,09:05:42,7,2,At home,Wi-Fi
3055,48,Other,Angola,34998,False,True,Herbalist,Instagram,272,10,55,Life Hacks,20,4837,4,29,49,8,Morning,4,8,Entertainment,Smartphone,MacOS,00:23:50,6,1,At home,Wi-Fi
3056,27,Female,Sao Tome and Principe,56082,True,True,Archaeologist,Facebook,13,6,56,Pranks,0,6011,11,23,38,51,Night,7,4,Procrastination,Smartphone,Android,17:11:44,2,3,At school,Mobile Data
3057,18,Male,Andorra,20138,True,False,Naval architect,Facebook,298,8,57,Pranks,29,3265,6,15,14,1,Evening,2,3,Procrastination,Smartphone,iOS,23:06:14,7,4,At home,Mobile Data
3058,58,Male,Switzerland,41158,True,True,Leisure centre manager,Facebook,298,11,58,Jokes/Memes,5,9899,9,1,27,63,Morning,5,7,Habit,Tablet,Android,02:12:26,7,7,At work,Mobile Data
3059,33,Male,Nigeria,89403,False,True,"Designer, jewellery",TikTok,261,8,59,Pranks,39,1936,2,7,16,1,Afternoon,3,1,Procrastination,Computer,Android,09:58:47,8,1,At school,Wi-Fi
3060,18,Female,Angola,65782,True,False,"Engineer, production",TikTok,115,11,60,ASMR,3,4945,6,14,21,99,Evening,9,2,Boredom,Tablet,iOS,12:32:36,6,3,At home,Mobile Data
3061,38,Other,Chad,42442,False,True,"Engineer, aeronautical",Facebook,224,8,61,Entertainment,23,2540,5,25,13,61,Evening,8,0,Habit,Tablet,Android,06:11:40,13,1,Commuting,Wi-Fi
3062,24,Male,Thailand,44206,False,True,Environmental manager,Instagram,38,2,62,Jokes/Memes,19,6775,4,1,20,79,Evening,4,5,Entertainment,Computer,Android,12:56:02,8,0,At home,Mobile Data
3063,19,Male,Guinea,59156,False,False,Print production planner,YouTube,10,10,63,Jokes/Memes,23,9130,6,21,10,62,Morning,2,2,Entertainment,Tablet,iOS,21:10:14,2,7,At home,Wi-Fi
3064,39,Male,Wallis and Futuna,67644,False,True,Electronics engineer,TikTok,10,5,64,ASMR,26,5654,2,22,29,17,Night,6,4,Boredom,Tablet,iOS,14:24:35,8,0,At home,Wi-Fi
3065,65,Other,Guernsey,80620,False,True,Astronomer,Facebook,159,4,65,Pranks,29,15,5,23,23,23,Evening,10,7,Boredom,Tablet,MacOS,15:36:38,6,6,At school,Mobile Data
3066,57,Male,Seychelles,24938,False,False,"Editor, magazine features",YouTube,238,11,66,Jokes/Memes,13,6507,5,7,1,54,Night,2,2,Procrastination,Smartphone,Android,20:33:56,9,2,At school,Mobile Data
3067,22,Female,Nicaragua,78272,False,False,Logistics and distribution manager,Instagram,172,13,67,Gaming,4,5132,5,27,14,69,Night,3,1,Habit,Tablet,Android,23:01:08,9,2,At home,Wi-Fi
3068,30,Male,Equatorial Guinea,48039,False,True,Research scientist (maths),YouTube,37,2,68,Gaming,17,4713,5,23,16,55,Night,4,3,Entertainment,Smartphone,Windows,23:16:45,8,1,At home,Mobile Data
3069,29,Other,Svalbard & Jan Mayen Islands,34392,True,False,Insurance risk surveyor,Facebook,102,7,69,Trends,13,2519,6,20,18,1,Morning,6,4,Procrastination,Smartphone,Windows,05:14:51,5,3,At home,Mobile Data
